width,module,t,l1,optimizer,lr
64,trf_blocks.2.att.out_proj,2,0.08275117725133896,adamw,0.001
64,trf_blocks.2.att,2,0.08275117725133896,adamw,0.001
64,trf_blocks.2.drop_resid,2,0.0825863629579544,adamw,0.001
64,trf_blocks.2.norm2,2,0.7737085819244385,adamw,0.001
64,trf_blocks.2.ff.w1,2,0.4661449193954468,adamw,0.001
64,trf_blocks.2.ff.w3,2,0.4631524085998535,adamw,0.001
64,trf_blocks.2.ff.w2,2,0.08998485654592514,adamw,0.001
64,trf_blocks.2.ff,2,0.08998485654592514,adamw,0.001
64,trf_blocks.2.drop_resid,2,0.08992062509059906,adamw,0.001
64,trf_blocks.2,2,1.1650395393371582,adamw,0.001
64,trf_blocks.3.norm1,2,0.7744329571723938,adamw,0.001
64,trf_blocks.3.att.w_key,2,0.46619564294815063,adamw,0.001
64,trf_blocks.3.att.w_query,2,0.4584917426109314,adamw,0.001
64,trf_blocks.3.att.w_value,2,0.4609490931034088,adamw,0.001
64,trf_blocks.3.att.rope,2,0.4583936631679535,adamw,0.001
64,trf_blocks.3.att.rope,2,0.465738445520401,adamw,0.001
64,trf_blocks.3.att.dropout,2,0.003905156161636114,adamw,0.001
64,trf_blocks.3.att.out_proj,2,0.0886521190404892,adamw,0.001
64,trf_blocks.3.att,2,0.0886521190404892,adamw,0.001
64,trf_blocks.3.drop_resid,2,0.08869826048612595,adamw,0.001
64,trf_blocks.3.norm2,2,0.7756808996200562,adamw,0.001
64,trf_blocks.3.ff.w1,2,0.46605372428894043,adamw,0.001
64,trf_blocks.3.ff.w3,2,0.4657752513885498,adamw,0.001
64,trf_blocks.3.ff.w2,2,0.09068191051483154,adamw,0.001
64,trf_blocks.3.ff,2,0.09068191051483154,adamw,0.001
64,trf_blocks.3.drop_resid,2,0.09059959650039673,adamw,0.001
64,trf_blocks.3,2,1.1760914325714111,adamw,0.001
64,trf_blocks.4.norm1,2,0.7761150598526001,adamw,0.001
64,trf_blocks.4.att.w_key,2,0.46237027645111084,adamw,0.001
64,trf_blocks.4.att.w_query,2,0.4650327265262604,adamw,0.001
64,trf_blocks.4.att.w_value,2,0.4659126400947571,adamw,0.001
64,trf_blocks.4.att.rope,2,0.4649405777454376,adamw,0.001
64,trf_blocks.4.att.rope,2,0.46197155117988586,adamw,0.001
64,trf_blocks.4.att.dropout,2,0.003908006940037012,adamw,0.001
64,trf_blocks.4.att.out_proj,2,0.07895833998918533,adamw,0.001
64,trf_blocks.4.att,2,0.07895833998918533,adamw,0.001
64,trf_blocks.4.drop_resid,2,0.07886567711830139,adamw,0.001
64,trf_blocks.4.norm2,2,0.7763371467590332,adamw,0.001
64,trf_blocks.4.ff.w1,2,0.46393513679504395,adamw,0.001
64,trf_blocks.4.ff.w3,2,0.46725377440452576,adamw,0.001
64,trf_blocks.4.ff.w2,2,0.08883313089609146,adamw,0.001
64,trf_blocks.4.ff,2,0.08883313089609146,adamw,0.001
64,trf_blocks.4.drop_resid,2,0.08886346220970154,adamw,0.001
64,trf_blocks.4,2,1.1838330030441284,adamw,0.001
64,trf_blocks.5.norm1,2,0.7769694328308105,adamw,0.001
64,trf_blocks.5.att.w_key,2,0.4585169553756714,adamw,0.001
64,trf_blocks.5.att.w_query,2,0.45652616024017334,adamw,0.001
64,trf_blocks.5.att.w_value,2,0.4635879397392273,adamw,0.001
64,trf_blocks.5.att.rope,2,0.45615237951278687,adamw,0.001
64,trf_blocks.5.att.rope,2,0.45826777815818787,adamw,0.001
64,trf_blocks.5.att.dropout,2,0.00390816992148757,adamw,0.001
64,trf_blocks.5.att.out_proj,2,0.0956057533621788,adamw,0.001
64,trf_blocks.5.att,2,0.0956057533621788,adamw,0.001
64,trf_blocks.5.drop_resid,2,0.09568159282207489,adamw,0.001
64,trf_blocks.5.norm2,2,0.7775567770004272,adamw,0.001
64,trf_blocks.5.ff.w1,2,0.4677656888961792,adamw,0.001
64,trf_blocks.5.ff.w3,2,0.4638258218765259,adamw,0.001
64,trf_blocks.5.ff.w2,2,0.09004544466733932,adamw,0.001
64,trf_blocks.5.ff,2,0.09004544466733932,adamw,0.001
64,trf_blocks.5.drop_resid,2,0.09023541212081909,adamw,0.001
64,trf_blocks.5,2,1.1918578147888184,adamw,0.001
64,trf_blocks,2,1.1918578147888184,adamw,0.001
64,final_norm,2,0.7776668071746826,adamw,0.001
64,out_head,2,0.45908379554748535,adamw,0.001
64,,2,0.45908379554748535,adamw,0.001
64,tok_emb,3,0.7983068823814392,adamw,0.001
64,pos_emb,3,0.8007258772850037,adamw,0.001
64,drop_emb,3,1.128450632095337,adamw,0.001
64,trf_blocks.0.norm1,3,0.7682681083679199,adamw,0.001
64,trf_blocks.0.att.w_key,3,0.46365922689437866,adamw,0.001
64,trf_blocks.0.att.w_query,3,0.4603566527366638,adamw,0.001
64,trf_blocks.0.att.w_value,3,0.4683765769004822,adamw,0.001
64,trf_blocks.0.att.rope,3,0.4601079523563385,adamw,0.001
64,trf_blocks.0.att.rope,3,0.46377015113830566,adamw,0.001
64,trf_blocks.0.att.dropout,3,0.0039056187961250544,adamw,0.001
64,trf_blocks.0.att.out_proj,3,0.07497970759868622,adamw,0.001
64,trf_blocks.0.att,3,0.07497970759868622,adamw,0.001
64,trf_blocks.0.drop_resid,3,0.07493962347507477,adamw,0.001
64,trf_blocks.0.norm2,3,0.7699868679046631,adamw,0.001
64,trf_blocks.0.ff.w1,3,0.4656243920326233,adamw,0.001
64,trf_blocks.0.ff.w3,3,0.4621432423591614,adamw,0.001
64,trf_blocks.0.ff.w2,3,0.08934685587882996,adamw,0.001
64,trf_blocks.0.ff,3,0.08934685587882996,adamw,0.001
64,trf_blocks.0.drop_resid,3,0.08939611911773682,adamw,0.001
64,trf_blocks.0,3,1.1462059020996094,adamw,0.001
64,trf_blocks.1.norm1,3,0.7711528539657593,adamw,0.001
64,trf_blocks.1.att.w_key,3,0.4634941518306732,adamw,0.001
64,trf_blocks.1.att.w_query,3,0.4593709111213684,adamw,0.001
64,trf_blocks.1.att.w_value,3,0.4586808383464813,adamw,0.001
64,trf_blocks.1.att.rope,3,0.4589306116104126,adamw,0.001
64,trf_blocks.1.att.rope,3,0.4633541703224182,adamw,0.001
64,trf_blocks.1.att.dropout,3,0.003905077464878559,adamw,0.001
64,trf_blocks.1.att.out_proj,3,0.08476533740758896,adamw,0.001
64,trf_blocks.1.att,3,0.08476533740758896,adamw,0.001
64,trf_blocks.1.drop_resid,3,0.0848107784986496,adamw,0.001
64,trf_blocks.1.norm2,3,0.771866500377655,adamw,0.001
64,trf_blocks.1.ff.w1,3,0.46985960006713867,adamw,0.001
64,trf_blocks.1.ff.w3,3,0.4637116491794586,adamw,0.001
64,trf_blocks.1.ff.w2,3,0.0920882374048233,adamw,0.001
64,trf_blocks.1.ff,3,0.0920882374048233,adamw,0.001
64,trf_blocks.1.drop_resid,3,0.09221296012401581,adamw,0.001
64,trf_blocks.1,3,1.1567189693450928,adamw,0.001
64,trf_blocks.2.norm1,3,0.7731077671051025,adamw,0.001
64,trf_blocks.2.att.w_key,3,0.4693009853363037,adamw,0.001
64,trf_blocks.2.att.w_query,3,0.4652395248413086,adamw,0.001
64,trf_blocks.2.att.w_value,3,0.46455925703048706,adamw,0.001
64,trf_blocks.2.att.rope,3,0.46528464555740356,adamw,0.001
64,trf_blocks.2.att.rope,3,0.46906423568725586,adamw,0.001
64,trf_blocks.2.att.dropout,3,0.003906330093741417,adamw,0.001
64,trf_blocks.2.att.out_proj,3,0.08287431299686432,adamw,0.001
64,trf_blocks.2.att,3,0.08287431299686432,adamw,0.001
64,trf_blocks.2.drop_resid,3,0.08274886757135391,adamw,0.001
64,trf_blocks.2.norm2,3,0.7735429406166077,adamw,0.001
64,trf_blocks.2.ff.w1,3,0.46656864881515503,adamw,0.001
64,trf_blocks.2.ff.w3,3,0.46375593543052673,adamw,0.001
64,trf_blocks.2.ff.w2,3,0.09065930545330048,adamw,0.001
64,trf_blocks.2.ff,3,0.09065930545330048,adamw,0.001
64,trf_blocks.2.drop_resid,3,0.09070250391960144,adamw,0.001
64,trf_blocks.2,3,1.1653097867965698,adamw,0.001
64,trf_blocks.3.norm1,3,0.7744573354721069,adamw,0.001
64,trf_blocks.3.att.w_key,3,0.46684446930885315,adamw,0.001
64,trf_blocks.3.att.w_query,3,0.4594757854938507,adamw,0.001
64,trf_blocks.3.att.w_value,3,0.46090003848075867,adamw,0.001
64,trf_blocks.3.att.rope,3,0.45948970317840576,adamw,0.001
64,trf_blocks.3.att.rope,3,0.4662119150161743,adamw,0.001
64,trf_blocks.3.att.dropout,3,0.0039051303174346685,adamw,0.001
64,trf_blocks.3.att.out_proj,3,0.09227380156517029,adamw,0.001
64,trf_blocks.3.att,3,0.09227380156517029,adamw,0.001
64,trf_blocks.3.drop_resid,3,0.09208633005619049,adamw,0.001
64,trf_blocks.3.norm2,3,0.7760080099105835,adamw,0.001
64,trf_blocks.3.ff.w1,3,0.46641331911087036,adamw,0.001
64,trf_blocks.3.ff.w3,3,0.46649932861328125,adamw,0.001
64,trf_blocks.3.ff.w2,3,0.091404989361763,adamw,0.001
64,trf_blocks.3.ff,3,0.091404989361763,adamw,0.001
64,trf_blocks.3.drop_resid,3,0.09139248728752136,adamw,0.001
64,trf_blocks.3,3,1.1776189804077148,adamw,0.001
64,trf_blocks.4.norm1,3,0.776271402835846,adamw,0.001
64,trf_blocks.4.att.w_key,3,0.46053263545036316,adamw,0.001
64,trf_blocks.4.att.w_query,3,0.4654671847820282,adamw,0.001
64,trf_blocks.4.att.w_value,3,0.46542268991470337,adamw,0.001
64,trf_blocks.4.att.rope,3,0.4652559459209442,adamw,0.001
64,trf_blocks.4.att.rope,3,0.46035903692245483,adamw,0.001
64,trf_blocks.4.att.dropout,3,0.003907565027475357,adamw,0.001
64,trf_blocks.4.att.out_proj,3,0.07864930480718613,adamw,0.001
64,trf_blocks.4.att,3,0.07864930480718613,adamw,0.001
64,trf_blocks.4.drop_resid,3,0.07870985567569733,adamw,0.001
64,trf_blocks.4.norm2,3,0.7767424583435059,adamw,0.001
64,trf_blocks.4.ff.w1,3,0.4644092619419098,adamw,0.001
64,trf_blocks.4.ff.w3,3,0.46767348051071167,adamw,0.001
64,trf_blocks.4.ff.w2,3,0.0890493094921112,adamw,0.001
64,trf_blocks.4.ff,3,0.0890493094921112,adamw,0.001
64,trf_blocks.4.drop_resid,3,0.08906511217355728,adamw,0.001
64,trf_blocks.4,3,1.1860424280166626,adamw,0.001
64,trf_blocks.5.norm1,3,0.777243971824646,adamw,0.001
64,trf_blocks.5.att.w_key,3,0.4585520625114441,adamw,0.001
64,trf_blocks.5.att.w_query,3,0.45539990067481995,adamw,0.001
64,trf_blocks.5.att.w_value,3,0.46300971508026123,adamw,0.001
64,trf_blocks.5.att.rope,3,0.45516300201416016,adamw,0.001
64,trf_blocks.5.att.rope,3,0.45852380990982056,adamw,0.001
64,trf_blocks.5.att.dropout,3,0.003906608559191227,adamw,0.001
64,trf_blocks.5.att.out_proj,3,0.09961430728435516,adamw,0.001
64,trf_blocks.5.att,3,0.09961430728435516,adamw,0.001
64,trf_blocks.5.drop_resid,3,0.09956002235412598,adamw,0.001
64,trf_blocks.5.norm2,3,0.7780880331993103,adamw,0.001
64,trf_blocks.5.ff.w1,3,0.4678063988685608,adamw,0.001
64,trf_blocks.5.ff.w3,3,0.4643157720565796,adamw,0.001
64,trf_blocks.5.ff.w2,3,0.09027089178562164,adamw,0.001
64,trf_blocks.5.ff,3,0.09027089178562164,adamw,0.001
64,trf_blocks.5.drop_resid,3,0.09012070298194885,adamw,0.001
64,trf_blocks.5,3,1.1954333782196045,adamw,0.001
64,trf_blocks,3,1.1954333782196045,adamw,0.001
64,final_norm,3,0.7771211862564087,adamw,0.001
64,out_head,3,0.45654889941215515,adamw,0.001
64,,3,0.45654889941215515,adamw,0.001
128,tok_emb,1,0.7975596189498901,adamw,0.001
128,pos_emb,1,0.7989875078201294,adamw,0.001
128,drop_emb,1,1.1276036500930786,adamw,0.001
128,trf_blocks.0.norm1,1,0.7652542591094971,adamw,0.001
128,trf_blocks.0.att.w_key,1,0.46197378635406494,adamw,0.001
128,trf_blocks.0.att.w_query,1,0.45698267221450806,adamw,0.001
128,trf_blocks.0.att.w_value,1,0.45984190702438354,adamw,0.001
128,trf_blocks.0.att.rope,1,0.4572407007217407,adamw,0.001
128,trf_blocks.0.att.rope,1,0.46203550696372986,adamw,0.001
128,trf_blocks.0.att.dropout,1,0.003907002508640289,adamw,0.001
128,trf_blocks.0.att.out_proj,1,0.06004396080970764,adamw,0.001
128,trf_blocks.0.att,1,0.06004396080970764,adamw,0.001
128,trf_blocks.0.drop_resid,1,0.06009630858898163,adamw,0.001
128,trf_blocks.0.norm2,1,0.7662873268127441,adamw,0.001
128,trf_blocks.0.ff.w1,1,0.46262508630752563,adamw,0.001
128,trf_blocks.0.ff.w3,1,0.4634028375148773,adamw,0.001
128,trf_blocks.0.ff.w2,1,0.08617319911718369,adamw,0.001
128,trf_blocks.0.ff,1,0.08617319911718369,adamw,0.001
128,trf_blocks.0.drop_resid,1,0.0862744152545929,adamw,0.001
128,trf_blocks.0,1,1.1430859565734863,adamw,0.001
128,trf_blocks.1.norm1,1,0.7679081559181213,adamw,0.001
128,trf_blocks.1.att.w_key,1,0.46062755584716797,adamw,0.001
128,trf_blocks.1.att.w_query,1,0.459062397480011,adamw,0.001
128,trf_blocks.1.att.w_value,1,0.4625649154186249,adamw,0.001
128,trf_blocks.1.att.rope,1,0.45893698930740356,adamw,0.001
128,trf_blocks.1.att.rope,1,0.4605841636657715,adamw,0.001
128,trf_blocks.1.att.dropout,1,0.003907760139554739,adamw,0.001
128,trf_blocks.1.att.out_proj,1,0.05913478136062622,adamw,0.001
128,trf_blocks.1.att,1,0.05913478136062622,adamw,0.001
128,trf_blocks.1.drop_resid,1,0.059194546192884445,adamw,0.001
128,trf_blocks.1.norm2,1,0.7687703371047974,adamw,0.001
128,trf_blocks.1.ff.w1,1,0.46448495984077454,adamw,0.001
128,trf_blocks.1.ff.w3,1,0.4615548551082611,adamw,0.001
128,trf_blocks.1.ff.w2,1,0.0866999626159668,adamw,0.001
128,trf_blocks.1.ff,1,0.0866999626159668,adamw,0.001
128,trf_blocks.1.drop_resid,1,0.08656740188598633,adamw,0.001
128,trf_blocks.1,1,1.1530989408493042,adamw,0.001
128,trf_blocks.2.norm1,1,0.770212709903717,adamw,0.001
128,trf_blocks.2.att.w_key,1,0.45940065383911133,adamw,0.001
128,trf_blocks.2.att.w_query,1,0.4591061472892761,adamw,0.001
128,trf_blocks.2.att.w_value,1,0.4620094299316406,adamw,0.001
128,trf_blocks.2.att.rope,1,0.45908039808273315,adamw,0.001
128,trf_blocks.2.att.rope,1,0.45938003063201904,adamw,0.001
128,trf_blocks.2.att.dropout,1,0.003906670957803726,adamw,0.001
128,trf_blocks.2.att.out_proj,1,0.06424029916524887,adamw,0.001
128,trf_blocks.2.att,1,0.06424029916524887,adamw,0.001
128,trf_blocks.2.drop_resid,1,0.06419733911752701,adamw,0.001
128,trf_blocks.2.norm2,1,0.7708652019500732,adamw,0.001
128,trf_blocks.2.ff.w1,1,0.46097278594970703,adamw,0.001
128,trf_blocks.2.ff.w3,1,0.4639390707015991,adamw,0.001
128,trf_blocks.2.ff.w2,1,0.08639168739318848,adamw,0.001
128,trf_blocks.2.ff,1,0.08639168739318848,adamw,0.001
128,trf_blocks.2.drop_resid,1,0.0863177478313446,adamw,0.001
128,trf_blocks.2,1,1.1615428924560547,adamw,0.001
128,trf_blocks.3.norm1,1,0.7718511819839478,adamw,0.001
128,trf_blocks.3.att.w_key,1,0.46033957600593567,adamw,0.001
128,trf_blocks.3.att.w_query,1,0.45999425649642944,adamw,0.001
128,trf_blocks.3.att.w_value,1,0.46231043338775635,adamw,0.001
128,trf_blocks.3.att.rope,1,0.46011996269226074,adamw,0.001
128,trf_blocks.3.att.rope,1,0.4603317677974701,adamw,0.001
128,trf_blocks.3.att.dropout,1,0.00390639528632164,adamw,0.001
128,trf_blocks.3.att.out_proj,1,0.06624719500541687,adamw,0.001
128,trf_blocks.3.att,1,0.06624719500541687,adamw,0.001
128,trf_blocks.3.drop_resid,1,0.0662204697728157,adamw,0.001
128,trf_blocks.3.norm2,1,0.7723555564880371,adamw,0.001
128,trf_blocks.3.ff.w1,1,0.46292945742607117,adamw,0.001
128,trf_blocks.3.ff.w3,1,0.46259909868240356,adamw,0.001
128,trf_blocks.3.ff.w2,1,0.0872846469283104,adamw,0.001
128,trf_blocks.3.ff,1,0.0872846469283104,adamw,0.001
128,trf_blocks.3.drop_resid,1,0.08727765828371048,adamw,0.001
128,trf_blocks.3,1,1.1698380708694458,adamw,0.001
128,trf_blocks.4.norm1,1,0.7732216119766235,adamw,0.001
128,trf_blocks.4.att.w_key,1,0.4624379277229309,adamw,0.001
128,trf_blocks.4.att.w_query,1,0.46206292510032654,adamw,0.001
128,trf_blocks.4.att.w_value,1,0.46106016635894775,adamw,0.001
128,trf_blocks.4.att.rope,1,0.4619131088256836,adamw,0.001
128,trf_blocks.4.att.rope,1,0.4621945023536682,adamw,0.001
128,trf_blocks.4.att.dropout,1,0.003905597608536482,adamw,0.001
128,trf_blocks.4.att.out_proj,1,0.06883922219276428,adamw,0.001
128,trf_blocks.4.att,1,0.06883922219276428,adamw,0.001
128,trf_blocks.4.drop_resid,1,0.06885926425457001,adamw,0.001
128,trf_blocks.4.norm2,1,0.7738550305366516,adamw,0.001
128,trf_blocks.4.ff.w1,1,0.4625459313392639,adamw,0.001
128,trf_blocks.4.ff.w3,1,0.4614683985710144,adamw,0.001
128,trf_blocks.4.ff.w2,1,0.08695420622825623,adamw,0.001
128,trf_blocks.4.ff,1,0.08695420622825623,adamw,0.001
128,trf_blocks.4.drop_resid,1,0.0871095210313797,adamw,0.001
128,trf_blocks.4,1,1.1779954433441162,adamw,0.001
128,trf_blocks.5.norm1,1,0.7745920419692993,adamw,0.001
128,trf_blocks.5.att.w_key,1,0.4599822759628296,adamw,0.001
128,trf_blocks.5.att.w_query,1,0.4600474238395691,adamw,0.001
128,trf_blocks.5.att.w_value,1,0.46390941739082336,adamw,0.001
128,trf_blocks.5.att.rope,1,0.4599439203739166,adamw,0.001
128,trf_blocks.5.att.rope,1,0.4598987102508545,adamw,0.001
128,trf_blocks.5.att.dropout,1,0.00390832033008337,adamw,0.001
128,trf_blocks.5.att.out_proj,1,0.07113464176654816,adamw,0.001
128,trf_blocks.5.att,1,0.07113464176654816,adamw,0.001
128,trf_blocks.5.drop_resid,1,0.0710846334695816,adamw,0.001
128,trf_blocks.5.norm2,1,0.7750146389007568,adamw,0.001
128,trf_blocks.5.ff.w1,1,0.46411484479904175,adamw,0.001
128,trf_blocks.5.ff.w3,1,0.4623088836669922,adamw,0.001
128,trf_blocks.5.ff.w2,1,0.08758838474750519,adamw,0.001
128,trf_blocks.5.ff,1,0.08758838474750519,adamw,0.001
128,trf_blocks.5.drop_resid,1,0.08767504245042801,adamw,0.001
128,trf_blocks.5,1,1.1854796409606934,adamw,0.001
128,trf_blocks,1,1.1854796409606934,adamw,0.001
128,final_norm,1,0.7757766246795654,adamw,0.001
128,out_head,1,0.46121683716773987,adamw,0.001
128,,1,0.46121683716773987,adamw,0.001
128,tok_emb,2,0.7975541353225708,adamw,0.001
128,pos_emb,2,0.7989785671234131,adamw,0.001
128,drop_emb,2,1.1285943984985352,adamw,0.001
128,trf_blocks.0.norm1,2,0.7651365399360657,adamw,0.001
128,trf_blocks.0.att.w_key,2,0.4620949625968933,adamw,0.001
128,trf_blocks.0.att.w_query,2,0.4569527506828308,adamw,0.001
128,trf_blocks.0.att.w_value,2,0.45958447456359863,adamw,0.001
128,trf_blocks.0.att.rope,2,0.45728403329849243,adamw,0.001
128,trf_blocks.0.att.rope,2,0.4620588421821594,adamw,0.001
128,trf_blocks.0.att.dropout,2,0.00390759389847517,adamw,0.001
128,trf_blocks.0.att.out_proj,2,0.06084664911031723,adamw,0.001
128,trf_blocks.0.att,2,0.06084664911031723,adamw,0.001
128,trf_blocks.0.drop_resid,2,0.060817521065473557,adamw,0.001
128,trf_blocks.0.norm2,2,0.7661058902740479,adamw,0.001
128,trf_blocks.0.ff.w1,2,0.4633975625038147,adamw,0.001
128,trf_blocks.0.ff.w3,2,0.4635421633720398,adamw,0.001
128,trf_blocks.0.ff.w2,2,0.08631028234958649,adamw,0.001
128,trf_blocks.0.ff,2,0.08631028234958649,adamw,0.001
128,trf_blocks.0.drop_resid,2,0.08621780574321747,adamw,0.001
128,trf_blocks.0,2,1.1440792083740234,adamw,0.001
128,trf_blocks.1.norm1,2,0.7679533958435059,adamw,0.001
128,trf_blocks.1.att.w_key,2,0.4608759880065918,adamw,0.001
128,trf_blocks.1.att.w_query,2,0.4599241018295288,adamw,0.001
128,trf_blocks.1.att.w_value,2,0.4637034237384796,adamw,0.001
128,trf_blocks.1.att.rope,2,0.45994246006011963,adamw,0.001
128,trf_blocks.1.att.rope,2,0.4608133137226105,adamw,0.001
128,trf_blocks.1.att.dropout,2,0.003907166887074709,adamw,0.001
128,trf_blocks.1.att.out_proj,2,0.060778819024562836,adamw,0.001
128,trf_blocks.1.att,2,0.060778819024562836,adamw,0.001
128,trf_blocks.1.drop_resid,2,0.060757581144571304,adamw,0.001
128,trf_blocks.1.norm2,2,0.7687797546386719,adamw,0.001
128,trf_blocks.1.ff.w1,2,0.46501073241233826,adamw,0.001
128,trf_blocks.1.ff.w3,2,0.4615177512168884,adamw,0.001
128,trf_blocks.1.ff.w2,2,0.08716960996389389,adamw,0.001
128,trf_blocks.1.ff,2,0.08716960996389389,adamw,0.001
128,trf_blocks.1.drop_resid,2,0.08724335581064224,adamw,0.001
128,trf_blocks.1,2,1.154371738433838,adamw,0.001
128,trf_blocks.2.norm1,2,0.7702041864395142,adamw,0.001
128,trf_blocks.2.att.w_key,2,0.4596441090106964,adamw,0.001
128,trf_blocks.2.att.w_query,2,0.4600967466831207,adamw,0.001
128,trf_blocks.2.att.w_value,2,0.46228745579719543,adamw,0.001
128,trf_blocks.2.att.rope,2,0.45989954471588135,adamw,0.001
128,trf_blocks.2.att.rope,2,0.4594034254550934,adamw,0.001
128,trf_blocks.2.att.dropout,2,0.003905156860128045,adamw,0.001
128,trf_blocks.2.att.out_proj,2,0.0647372454404831,adamw,0.001
128,trf_blocks.2.att,2,0.0647372454404831,adamw,0.001
128,trf_blocks.2.drop_resid,2,0.06464919447898865,adamw,0.001
128,trf_blocks.2.norm2,2,0.7706645727157593,adamw,0.001
128,trf_blocks.2.ff.w1,2,0.46119868755340576,adamw,0.001
128,trf_blocks.2.ff.w3,2,0.4637530446052551,adamw,0.001
128,trf_blocks.2.ff.w2,2,0.08655470609664917,adamw,0.001
128,trf_blocks.2.ff,2,0.08655470609664917,adamw,0.001
128,trf_blocks.2.drop_resid,2,0.08661490678787231,adamw,0.001
128,trf_blocks.2,2,1.162809133529663,adamw,0.001
128,trf_blocks.3.norm1,2,0.7717373371124268,adamw,0.001
128,trf_blocks.3.att.w_key,2,0.4602394104003906,adamw,0.001
128,trf_blocks.3.att.w_query,2,0.4602757692337036,adamw,0.001
128,trf_blocks.3.att.w_value,2,0.4620988965034485,adamw,0.001
128,trf_blocks.3.att.rope,2,0.4603695869445801,adamw,0.001
128,trf_blocks.3.att.rope,2,0.4602316617965698,adamw,0.001
128,trf_blocks.3.att.dropout,2,0.003905142657458782,adamw,0.001
128,trf_blocks.3.att.out_proj,2,0.06864413619041443,adamw,0.001
128,trf_blocks.3.att,2,0.06864413619041443,adamw,0.001
128,trf_blocks.3.drop_resid,2,0.06857698410749435,adamw,0.001
128,trf_blocks.3.norm2,2,0.7722797989845276,adamw,0.001
128,trf_blocks.3.ff.w1,2,0.4628296196460724,adamw,0.001
128,trf_blocks.3.ff.w3,2,0.4625810384750366,adamw,0.001
128,trf_blocks.3.ff.w2,2,0.0874909982085228,adamw,0.001
128,trf_blocks.3.ff,2,0.0874909982085228,adamw,0.001
128,trf_blocks.3.drop_resid,2,0.08756951987743378,adamw,0.001
128,trf_blocks.3,2,1.1714810132980347,adamw,0.001
128,trf_blocks.4.norm1,2,0.7731757164001465,adamw,0.001
128,trf_blocks.4.att.w_key,2,0.4627342224121094,adamw,0.001
128,trf_blocks.4.att.w_query,2,0.46168166399002075,adamw,0.001
128,trf_blocks.4.att.w_value,2,0.46100693941116333,adamw,0.001
128,trf_blocks.4.att.rope,2,0.46152305603027344,adamw,0.001
128,trf_blocks.4.att.rope,2,0.46265891194343567,adamw,0.001
128,trf_blocks.4.att.dropout,2,0.003906563390046358,adamw,0.001
128,trf_blocks.4.att.out_proj,2,0.07083743065595627,adamw,0.001
128,trf_blocks.4.att,2,0.07083743065595627,adamw,0.001
128,trf_blocks.4.drop_resid,2,0.07101589441299438,adamw,0.001
128,trf_blocks.4.norm2,2,0.7737975120544434,adamw,0.001
128,trf_blocks.4.ff.w1,2,0.4623166620731354,adamw,0.001
128,trf_blocks.4.ff.w3,2,0.4610815644264221,adamw,0.001
128,trf_blocks.4.ff.w2,2,0.08704213798046112,adamw,0.001
128,trf_blocks.4.ff,2,0.08704213798046112,adamw,0.001
128,trf_blocks.4.drop_resid,2,0.08696215599775314,adamw,0.001
128,trf_blocks.4,2,1.1802115440368652,adamw,0.001
128,trf_blocks.5.norm1,2,0.7747625112533569,adamw,0.001
128,trf_blocks.5.att.w_key,2,0.4606817960739136,adamw,0.001
128,trf_blocks.5.att.w_query,2,0.46111518144607544,adamw,0.001
128,trf_blocks.5.att.w_value,2,0.46462151408195496,adamw,0.001
128,trf_blocks.5.att.rope,2,0.46110761165618896,adamw,0.001
128,trf_blocks.5.att.rope,2,0.4605245292186737,adamw,0.001
128,trf_blocks.5.att.dropout,2,0.003907450940459967,adamw,0.001
128,trf_blocks.5.att.out_proj,2,0.07496587187051773,adamw,0.001
128,trf_blocks.5.att,2,0.07496587187051773,adamw,0.001
128,trf_blocks.5.drop_resid,2,0.07497452199459076,adamw,0.001
128,trf_blocks.5.norm2,2,0.775083601474762,adamw,0.001
128,trf_blocks.5.ff.w1,2,0.46454116702079773,adamw,0.001
128,trf_blocks.5.ff.w3,2,0.4623790383338928,adamw,0.001
128,trf_blocks.5.ff.w2,2,0.0877913311123848,adamw,0.001
128,trf_blocks.5.ff,2,0.0877913311123848,adamw,0.001
128,trf_blocks.5.drop_resid,2,0.08789575099945068,adamw,0.001
128,trf_blocks.5,2,1.1879305839538574,adamw,0.001
128,trf_blocks,2,1.1879305839538574,adamw,0.001
128,final_norm,2,0.7749466896057129,adamw,0.001
128,out_head,2,0.4581177234649658,adamw,0.001
128,,2,0.4581177234649658,adamw,0.001
128,tok_emb,3,0.79754638671875,adamw,0.001
128,pos_emb,3,0.798961877822876,adamw,0.001
128,drop_emb,3,1.1307079792022705,adamw,0.001
128,trf_blocks.0.norm1,3,0.7658623456954956,adamw,0.001
128,trf_blocks.0.att.w_key,3,0.4630213975906372,adamw,0.001
128,trf_blocks.0.att.w_query,3,0.4578772187232971,adamw,0.001
128,trf_blocks.0.att.w_value,3,0.45925629138946533,adamw,0.001
128,trf_blocks.0.att.rope,3,0.4580169916152954,adamw,0.001
128,trf_blocks.0.att.rope,3,0.4628908634185791,adamw,0.001
128,trf_blocks.0.att.dropout,3,0.003909635357558727,adamw,0.001
128,trf_blocks.0.att.out_proj,3,0.06144081801176071,adamw,0.001
128,trf_blocks.0.att,3,0.06144081801176071,adamw,0.001
128,trf_blocks.0.drop_resid,3,0.06130940094590187,adamw,0.001
128,trf_blocks.0.norm2,3,0.7670102119445801,adamw,0.001
128,trf_blocks.0.ff.w1,3,0.4637024402618408,adamw,0.001
